Date,Dow Jones,MSCI World,Fundsmith Equity,LindsellTrain Global Eq
02/08/2011,11866.62,1269.44,108.2,1.0127
03/08/2011,11896.44,1262.71,106.48,0.9972
04/08/2011,11383.68,1208.4,107.06,0.9917
05/08/2011,11444.61,1194.05,103.75,0.9697
08/08/2011,10809.85,1132.91,103.06,0.9572
09/08/2011,11239.77,1164.91,100.55,0.9315
10/08/2011,10719.94,1130.33,104.58,0.9643
11/08/2011,11143.31,1166.54,101.06,0.9395
12/08/2011,11269.02,1180.82,103.71,0.9549
15/08/2011,11482.9,1204.8,104.9,0.9732
16/08/2011,11405.93,1196.58,104.92,0.9671
17/08/2011,11410.21,1200.34,104.81,0.9688
18/08/2011,10990.58,1147.86,103.99,0.9615
19/08/2011,10817.65,1131.69,100.77,0.9357
22/08/2011,10854.65,1131.33,101.53,0.9454
23/08/2011,11176.76,1157.75,101.67,0.9528
24/08/2011,11320.71,1168.58,102.93,0.9458
25/08/2011,11149.82,1154.64,104.69,0.9629
26/08/2011,11284.54,1163.02,103.18,0.9568
29/08/2011,11539.25,1190.92,103.18,0.9568
30/08/2011,11559.95,1196.18,106.05,0.9806
31/08/2011,11613.53,1211.22,107.25,0.9963
01/09/2011,11493.57,1203.17,107.93,1.0023
02/09/2011,11240.26,1175.26,107.88,0.9965
05/09/2011,11240.26,1153.57,105.93,0.9825
06/09/2011,11139.3,1141.91,105.58,0.9786
07/09/2011,11414.86,1173.44,106.26,0.9842
08/09/2011,11295.81,1169.62,107.5,0.9944
09/09/2011,10992.13,1134.68,106.81,0.9927
12/09/2011,11061.12,1122.68,103.96,0.9695
13/09/2011,11105.85,1134.65,104.47,0.971
14/09/2011,11246.73,1145.07,105.83,0.9789
15/09/2011,11433.18,1169.47,107.18,0.9879
16/09/2011,11509.09,1176.03,108.28,1.0011
19/09/2011,11401.01,1156.53,108.43,1.0041
20/09/2011,11408.66,1161.94,108.63,1.0027
21/09/2011,11124.84,1137.18,109.21,1.0083
22/09/2011,10733.83,1089.33,106.89,0.9968
23/09/2011,10771.48,1094.92,104.94,0.9902
26/09/2011,11043.86,1109.43,106,0.9952
27/09/2011,11190.69,1140.16,107.72,1.0057
28/09/2011,11010.9,1122.45,108.62,1.0102
29/09/2011,11153.98,1129.7,106.92,1.0002
30/09/2011,10913.38,1104.06,107.05,0.9989
03/10/2011,10655.3,1074.81,106.11,0.9929
04/10/2011,10808.71,1074.5,104.4,0.9858
05/10/2011,10939.95,1096.16,105.57,0.9969
06/10/2011,11123.33,1123.85,107.28,1.0105
07/10/2011,11103.12,1126.15,107.61,1.0122
10/10/2011,11433.18,1156.54,107.33,1.0122
11/10/2011,11416.3,1159.28,108.98,1.0219
12/10/2011,11518.85,1175.71,108.79,1.0204
13/10/2011,11478.13,1169.21,109.79,1.0303
14/10/2011,11644.49,1186.4,109.9,1.0288
17/10/2011,11397,1171.84,110.42,1.0341
18/10/2011,11577.05,1177.54,108.72,1.0227
19/10/2011,11504.62,1174.97,110.16,1.0349
20/10/2011,11541.78,1166.92,109.94,1.0258
21/10/2011,11808.79,1194.33,109.92,1.0228
24/10/2011,11913.62,1211.89,111.67,1.0351
25/10/2011,11706.62,1195.81,111.85,1.0329
26/10/2011,11869.04,1200.43,110.36,1.0207
27/10/2011,12208.55,1250.82,110.98,1.0245
28/10/2011,12231.11,1254.2,112.27,1.0341
31/10/2011,11955.01,1217.3,112.22,1.0341
01/11/2011,11657.96,1174.77,109.78,1.0064
02/11/2011,11836.04,1189.3,108.07,0.992
03/11/2011,12044.47,1206.76,108.68,0.9988
04/11/2011,11983.24,1203.07,109.76,1.014
07/11/2011,12068.39,1204.97,108.46,1.0093
08/11/2011,12170.18,1215.69,109.76,1.0167
09/11/2011,11780.94,1180.59,110.15,1.0215
10/11/2011,11893.79,1178.92,108.58,1.0103
11/11/2011,12153.68,1205.46,109.46,1.012
14/11/2011,12078.98,1194.56,110.22,1.0209
15/11/2011,12096.16,1191.2,109.6,1.0137
16/11/2011,11905.59,1178.95,111.18,1.0183
17/11/2011,11770.73,1162.67,110.33,1.011
18/11/2011,11796.16,1157.5,109.26,1.003
21/11/2011,11547.31,1130.98,109.25,1.0086
22/11/2011,11493.72,1127.25,108.74,1.005
23/11/2011,11257.55,1102.89,108.39,1.0009
24/11/2011,11257.55,1099.84,107.12,0.992
25/11/2011,11231.78,1097.81,106.81,0.9912
28/11/2011,11523.01,1132.35,107.75,0.9966
29/11/2011,11555.63,1139.7,109.12,1.0104
30/11/2011,12045.68,1184.6,109.61,1.0116
01/12/2011,12020.03,1184.46,112.41,1.0247
02/12/2011,12019.42,1187.64,112.21,1.0241
05/12/2011,12097.83,1199.33,112.11,1.0285
06/12/2011,12150.13,1193.68,112.9,1.0365
07/12/2011,12196.37,1197.31,112.85,1.0377
08/12/2011,11997.7,1174.6,112.75,1.0352
09/12/2011,12184.26,1187.29,111.58,1.0261
12/12/2011,12021.39,1168.92,112.7,1.0343
13/12/2011,11954.94,1159.39,111.5,1.0275
14/12/2011,11823.48,1139.04,111.21,1.0265
15/12/2011,11868.81,1142.85,110.67,1.0192
16/12/2011,11866.39,1146.48,111.19,1.0199
19/12/2011,11766.26,1135.3,111.42,1.0251
20/12/2011,12103.58,1163.9,110.36,1.0134
21/12/2011,12107.74,1164.16,112,1.0289
22/12/2011,12169.65,1173.46,112.41,1.0282
23/12/2011,12294,1182.24,113.03,1.0333
26/12/2011,12294,1182.85,113.03,1.0333
27/12/2011,12291.35,1183.59,113.03,1.0333
28/12/2011,12151.41,1167.96,114.17,1.0436
29/12/2011,12287.04,1177.56,114.65,1.0499
30/12/2011,12217.56,1182.59,115.13,1.0536
02/01/2012,12217.56,1186.07,115.13,1.0536
03/01/2012,12397.38,1206.09,114.84,1.0465
04/01/2012,12418.42,1203.62,115.52,1.0502
05/01/2012,12415.7,1197.03,115.48,1.0441
06/01/2012,12359.92,1191.67,115.54,1.0431
09/01/2012,12392.69,1192.48,115.71,1.0472
10/01/2012,12462.47,1207.55,116.37,1.049
11/01/2012,12449.45,1204.3,116.55,1.0515
12/01/2012,12471.02,1207.37,116.69,1.0524
13/01/2012,12422.06,1201.06,116.97,1.0561
16/01/2012,12422.06,1202.48,116.36,1.0495
17/01/2012,12482.07,1211.64,116.37,1.0522
18/01/2012,12578.95,1222.17,117.37,1.0508
19/01/2012,12623.98,1233,117.17,1.0484
20/01/2012,12720.48,1235.64,117.58,1.0555
23/01/2012,12708.82,1242.69,117.44,1.0521
24/01/2012,12675.75,1237.12,117.09,1.0538
25/01/2012,12756.96,1243.35,117.5,1.0492
26/01/2012,12734.63,1250.63,118.61,1.0504
27/01/2012,12660.46,1246.04,118.45,1.0489
30/01/2012,12653.72,1238.89,117.55,1.046
31/01/2012,12632.91,1240.89,116.96,1.0356
01/02/2012,12716.46,1257.58,117.46,1.0418
02/02/2012,12705.41,1259.91,117.62,1.0449
03/02/2012,12862.23,1273.74,118.15,1.0507
06/02/2012,12845.13,1273.46,118.62,1.05856
07/02/2012,12878.2,1278.27,118.55,1.0563
08/02/2012,12883.95,1281.23,118.54,1.0554
09/02/2012,12890.46,1284.24,118.67,1.058
10/02/2012,12801.23,1269.66,118.85,1.0558
13/02/2012,12874.04,1279.2,118.91,1.0581
14/02/2012,12878.28,1273.91,119.78,1.0645
15/02/2012,12780.95,1274.57,120.13,1.0715
16/02/2012,12904.08,1280.16,120.17,1.0698
17/02/2012,12949.87,1288.05,120.36,1.0712
20/02/2012,12949.87,1296.42,120.53,1.0711
21/02/2012,12965.69,1294.62,120.57,1.0726
22/02/2012,12938.67,1288.98,120.9,1.077
23/02/2012,12984.69,1294.34,121.24,1.0803
24/02/2012,12982.95,1300.57,120.99,1.0773
27/02/2012,12981.51,1298.08,120.51,1.0713
28/02/2012,13005.12,1303,120.99,1.0727
29/02/2012,12952.07,1298.72,120.9,1.0682
01/03/2012,12980.3,1304.48,120.68,1.0655
02/03/2012,12977.57,1298.5,120.81,1.0656
05/03/2012,12962.81,1292.05,121.01,1.067
06/03/2012,12759.15,1265.48,120.44,1.0653
07/03/2012,12837.33,1270.77,120.06,1.0633
08/03/2012,12907.94,1290.38,120.73,1.0631
09/03/2012,12922.02,1291.86,121.68,1.0726
12/03/2012,12959.71,1289.61,122.75,1.0788
13/03/2012,13177.68,1308.59,123.24,1.0816
14/03/2012,13194.1,1305.71,123.58,1.0895
15/03/2012,13252.76,1314.45,123.53,1.0908
16/03/2012,13232.62,1320.96,123.81,1.0891
19/03/2012,13239.13,1325.65,122.78,1.0891
20/03/2012,13170.19,1316.71,122.47,1.0814
21/03/2012,13124.62,1312.39,122.6,1.0808
22/03/2012,13046.14,1304.33,122.6,1.0921
23/03/2012,13080.73,1308.25,122.36,1.0886
26/03/2012,13241.63,1323.38,122.57,1.0891
27/03/2012,13197.73,1322.32,123.16,1.0968
28/03/2012,13126.21,1312.45,123.29,1.0991
29/03/2012,13145.82,1305.42,122.68,1.0961
30/03/2012,13212.04,1312.01,122.35,1.0901
02/04/2012,13264.49,1324.26,122.81,1.0914
03/04/2012,13199.55,1316.88,124,1.0997
04/04/2012,13074.75,1291.81,123.75,1.0943
05/04/2012,13060.14,1290.09,122.87,1.0878
06/04/2012,13060.14,1289.03,122.87,1.0878
09/04/2012,12929.59,1280.14,122.87,1.0878
10/04/2012,12715.93,1259.34,121.74,1.0851
11/04/2012,12805.39,1266.6,119.97,1.0729
12/04/2012,12986.58,1284.25,120.58,1.0774
13/04/2012,12849.59,1268.35,121.68,1.0813
16/04/2012,12921.41,1266.94,121.44,1.0818
17/04/2012,13115.54,1287.09,121.71,1.081
18/04/2012,13032.75,1283.87,122.5,1.0877
19/04/2012,12964.1,1277.72,122.78,1.0828
20/04/2012,13029.26,1281.71,121.86,1.084
23/04/2012,12927.17,1264.21,122.07,1.0833
24/04/2012,13001.56,1271.8,120.96,1.074
25/04/2012,13090.72,1285.52,122.02,1.0813
26/04/2012,13204.62,1293.43,122.28,1.0846
27/04/2012,13228.31,1298.71,122.42,1.082
30/04/2012,13213.63,1293.99,122,1.0848
01/05/2012,13279.32,1296.98,122.43,1.0858
02/05/2012,13268.57,1291.5,122.77,1.0881
03/05/2012,13206.59,1284.44,123.33,1.0911
04/05/2012,13038.27,1264.99,122.93,1.0938
07/05/2012,13008.53,1260.93,122.93,1.0938
08/05/2012,12932.09,1250.58,121.5,1.0784
09/05/2012,12835.06,1240.85,120.97,1.0733
10/05/2012,12855.04,1245.04,120.32,1.0747
11/05/2012,12820.6,1242.4,121.16,1.0745
14/05/2012,12695.35,1224.34,120.79,1.0721
15/05/2012,12632,1213.99,120.64,1.0713
16/05/2012,12598.55,1204.63,120.57,1.0636
17/05/2012,12442.49,1191.48,121.05,1.0642
18/05/2012,12369.38,1178.43,120.09,1.0612
21/05/2012,12504.48,1191.45,119.35,1.0558
22/05/2012,12502.81,1199.88,120.46,1.0607
23/05/2012,12496.15,1187.36,120.36,1.0558
24/05/2012,12529.75,1191.46,120.28,1.0561
25/05/2012,12454.83,1188.56,120.49,1.0597
28/05/2012,12454.83,1190.12,120.83,1.0672
29/05/2012,12580.69,1201.51,121.07,1.0679
30/05/2012,12419.86,1181.37,121.84,1.0718
31/05/2012,12393.45,1177.64,121.52,1.0718
01/06/2012,12118.57,1152.97,121.56,1.0747
04/06/2012,12101.46,1151.21,121.56,1.0747
05/06/2012,12127.95,1158.3,121.56,1.0747
06/06/2012,12414.79,1183.6,119.61,1.0625
07/06/2012,12460.96,1190.74,121.81,1.0772
08/06/2012,12554.2,1188.86,122.23,1.0772
11/06/2012,12411.23,1184.1,122.79,1.0788
12/06/2012,12573.8,1191.92,122.35,1.0708
13/06/2012,12496.38,1190.17,122.78,1.0743
14/06/2012,12651.91,1196,122.84,1.0789
15/06/2012,12767.17,1208.53,123.36,1.0854
18/06/2012,12741.82,1211.71,123.41,1.0812
19/06/2012,12837.33,1226.94,123.16,1.082
20/06/2012,12824.39,1229.5,123.74,1.0896
21/06/2012,12573.57,1206.86,123.69,1.0911
22/06/2012,12640.78,1205.67,122.87,1.089
25/06/2012,12502.66,1188.27,123.35,1.0943
26/06/2012,12534.67,1190.43,121.78,1.0847
27/06/2012,12627.01,1201.71,122.24,1.0939
28/06/2012,12602.26,1199.93,123.07,1.1029
29/06/2012,12880.09,1235.72,123.8,1.1127
02/07/2012,12871.39,1240.5,125.18,1.1137
03/07/2012,12943.82,1251.4,125.69,1.1169
04/07/2012,12943.82,1250.17,126.65,1.1251
05/07/2012,12896.67,1242.39,126.96,1.1279
06/07/2012,12772.47,1229.36,126.97,1.1241
09/07/2012,12736.29,1224.14,126.42,1.1206
10/07/2012,12653.12,1218.81,126.64,1.1198
11/07/2012,12604.53,1218.81,125.9,1.1168
12/07/2012,12573.27,1207.47,125.47,1.1135
13/07/2012,12777.09,1225.55,125.58,1.12
16/07/2012,12727.21,1225.35,126.1,1.1213
17/07/2012,12805.54,1229.12,125.62,1.1135
18/07/2012,12908.7,1239.07,126.52,1.1191
19/07/2012,12943.36,1247.82,127.25,1.125
20/07/2012,12822.57,1231.35,127.2,1.1258
23/07/2012,12721.46,1212.05,126.45,1.1212
24/07/2012,12617.32,1202.88,125.62,1.1149
25/07/2012,12676.05,1201.74,124.88,1.1116
26/07/2012,12887.93,1227.82,125.54,1.1157
27/07/2012,13075.66,1250.02,126.23,1.1143
30/07/2012,13073.01,1253.9,127.98,1.1234
31/07/2012,13008.68,1250.57,128.23,1.1283
01/08/2012,12971.06,1248.1,128.47,1.1304
02/08/2012,12878.88,1234.97,128.79,1.1349
03/08/2012,13096.17,1259.65,127.88,1.1292
06/08/2012,13117.51,1267.85,129.77,1.1292
07/08/2012,13168.6,1276.4,129.74,1.142
08/08/2012,13175.64,1276.09,129.45,1.1404
09/08/2012,13165.19,1277.79,129.99,1.143
10/08/2012,13207.95,1278.36,129.62,1.1386
13/08/2012,13169.43,1276.26,129.35,1.1368
14/08/2012,13172.14,1277.51,129.33,1.1401
15/08/2012,13164.78,1276.82,129.26,1.1379
16/08/2012,13250.11,1287.62,129.13,1.1389
17/08/2012,13275.2,1290.23,129.61,1.141
20/08/2012,13271.64,1289.75,129.75,1.1436
21/08/2012,13203.58,1293.43,129.52,1.1413
22/08/2012,13172.76,1287.84,128.6,1.1362
23/08/2012,13057.46,1285.28,128.04,1.1434
24/08/2012,13157.97,1285.84,127.64,1.1302
27/08/2012,13124.67,1286.55,127.64,1.1302
28/08/2012,13102.99,1284.25,128.66,1.1384
29/08/2012,13107.48,1283.23,128.22,1.1349
30/08/2012,13000.71,1272.02,128.21,1.1369
31/08/2012,13090.84,1279.21,128.01,1.1318
03/09/2012,13090.84,1280.76,128.06,1.1292
04/09/2012,13035.94,1274.65,128.09,1.1286
05/09/2012,13047.48,1273.21,128.02,1.1255
06/09/2012,13292,1297.6,127.77,1.1241
07/09/2012,13306.64,1312.08,128.68,1.1338
10/09/2012,13254.29,1306.31,128.05,1.1249
11/09/2012,13323.36,1311.71,127.48,1.1221
12/09/2012,13333.35,1316.7,127.24,1.1248
13/09/2012,13539.86,1329.48,126.76,1.1253
14/09/2012,13593.37,1347.61,127.65,1.1292
17/09/2012,13553.1,1342.31,127.75,1.1283
18/09/2012,13564.64,1337.16,127.97,1.1304
19/09/2012,13577.96,1341.5,128.47,1.1387
20/09/2012,13596.93,1334.48,128.65,1.1398
21/09/2012,13579.47,1338.05,128.43,1.1435
24/09/2012,13558.92,1331.81,128.23,1.1388
25/09/2012,13457.55,1327.25,128.57,1.1442
26/09/2012,13413.51,1309.4,128.18,1.1394
27/09/2012,13485.97,1320.17,127.75,1.138
28/09/2012,13437.13,1311.5,128.33,1.1364
01/10/2012,13515.11,1318.81,128.7,1.1368
02/10/2012,13482.36,1319.52,128.92,1.1428
03/10/2012,13494.61,1318.91,128.84,1.1474
04/10/2012,13575.36,1329,129.56,1.1568
05/10/2012,13610.15,1334.63,129.56,1.1532
08/10/2012,13583.65,1326.37,130.37,1.1607
09/10/2012,13473.53,1313.46,130.51,1.1553
10/10/2012,13344.97,1305.14,129.2,1.1403
11/10/2012,13326.39,1308.83,128.52,1.1374
12/10/2012,13328.85,1306.02,128.51,1.1376
15/10/2012,13424.23,1312.78,128.92,1.1394
16/10/2012,13551.78,1329.43,129.14,1.1427
17/10/2012,13557,1339.65,130.01,1.1451
18/10/2012,13548.94,1339.55,130.17,1.1448
19/10/2012,13343.51,1322.28,130.8,1.1518
22/10/2012,13345.89,1320.86,129.77,1.1458
23/10/2012,13102.53,1299.99,129.14,1.1434
24/10/2012,13077.34,1298.76,127.8,1.1332
25/10/2012,13103.68,1302.77,127.08,1.1314
26/10/2012,13107.21,1300.23,127.09,1.1245
29/10/2012,13107.21,1296.96,127.56,1.1245
30/10/2012,13107.21,1302.18,128.02,1.1276
31/10/2012,13096.46,1301.52,127.74,1.1305
01/11/2012,13232.62,1313.19,127.48,1.1296
02/11/2012,13093.16,1305.77,129.09,1.141
05/11/2012,13112.44,1303.37,128.94,1.1377
06/11/2012,13245.68,1311.42,129.37,1.1442
07/11/2012,12932.73,1289.11,130.32,1.1506
08/11/2012,12811.32,1276.72,128.93,1.1424
09/11/2012,12815.39,1276.02,128.1,1.1411
12/11/2012,12815.08,1274.32,128.74,1.1398
13/11/2012,12756.18,1271.85,128.72,1.1384
14/11/2012,12570.95,1257.12,128.59,1.1419
15/11/2012,12542.38,1253.86,127.53,1.1288
16/11/2012,12588.31,1253.31,127.57,1.1325
19/11/2012,12795.96,1280.86,127.74,1.1376
20/11/2012,12788.51,1281.29,129.28,1.1396
21/11/2012,12836.89,1284.32,129.73,1.1361
22/11/2012,12836.89,1290.5,130.27,1.1408
23/11/2012,13009.68,1304.85,130.78,1.1454
26/11/2012,12967.37,1302.63,131.27,1.1494
27/11/2012,12878.13,1299.36,131.16,1.1512
28/11/2012,12985.11,1303.85,130.89,1.151
29/11/2012,13021.82,1314.67,131.62,1.1586
30/11/2012,13025.58,1315.49,131.46,1.1582
03/12/2012,12965.6,1314.3,131.56,1.1627
04/12/2012,12951.78,1314.02,131.12,1.1647
05/12/2012,13034.49,1315.4,130.94,1.166
06/12/2012,13074.04,1319.13,131.15,1.1708
07/12/2012,13155.13,1320.74,131.81,1.1703
10/12/2012,13169.88,1321.96,131.78,1.169
11/12/2012,13248.44,1329.94,132.13,1.1636
12/12/2012,13245.45,1332.27,132.24,1.1667
13/12/2012,13170.72,1327.62,131.91,1.1621
14/12/2012,13135.01,1325.49,131.74,1.1628
17/12/2012,13235.39,1335.2,130.79,1.1575
18/12/2012,13350.96,1347.92,131.4,1.1611
19/12/2012,13251.97,1348.9,131.5,1.1687
20/12/2012,13311.72,1351.85,131.11,1.1684
21/12/2012,13190.84,1341.06,131.69,1.1653
24/12/2012,13139.08,1338.34,131.58,1.1646
25/12/2012,13139.08,1339.04,131.58,1.1646
26/12/2012,13114.59,1335.98,131.58,1.1646
27/12/2012,13096.31,1336.3,130.75,1.1581
28/12/2012,12938.11,1326.84,130.95,1.1628
31/12/2012,13104.14,1338.5,129.67,1.1554
01/01/2013,13104.14,1338.55,129.67,1.1554
02/01/2013,13412.55,1367.38,130.43,1.1468
03/01/2013,13391.36,1364.39,133,1.1649
04/01/2013,13435.21,1370.11,133.65,1.1637
07/01/2013,13384.29,1366.91,133.93,1.1671
08/01/2013,13328.85,1362.25,133.81,1.1662
09/01/2013,13390.51,1367.15,134.28,1.1667
10/01/2013,13471.22,1378.48,134.53,1.1658
11/01/2013,13488.43,1381.94,134.82,1.1788
14/01/2013,13507.32,1380.21,135.2,1.178
15/01/2013,13534.89,1382.74,135.62,1.1892
16/01/2013,13511.23,1378.92,136.01,1.189
17/01/2013,13596.02,1386.16,136.28,1.1983
18/01/2013,13649.7,1388.11,137.77,1.2227
21/01/2013,13649.7,1389.58,138.62,1.2217
22/01/2013,13712.21,1393.62,138.79,1.2215
23/01/2013,13779.33,1393.04,139.14,1.2227
24/01/2013,13825.33,1396.14,139.28,1.2215
25/01/2013,13895.98,1405.47,140.79,1.2289
28/01/2013,13881.93,1403.04,142.19,1.2372
29/01/2013,13954.42,1410.68,142.06,1.2418
30/01/2013,13910.42,1409.47,142.63,1.2418
31/01/2013,13860.58,1405.47,141.85,1.2409
01/02/2013,14009.79,1416.79,141.69,1.2435
04/02/2013,13880.08,1399.68,143.28,1.2435
05/02/2013,13979.3,1405.15,142.38,1.2342
06/02/2013,13986.52,1408.35,143.99,1.2619
07/02/2013,13944.05,1401.92,143.41,1.2576
08/02/2013,13992.97,1410.44,142.59,1.2513
11/02/2013,13971.24,1405.7,143.4,1.2506
12/02/2013,14018.7,1413.83,143.97,1.2582
13/02/2013,13982.91,1413.81,144.93,1.2704
14/02/2013,13973.39,1411.59,144.7,1.2745
15/02/2013,13981.76,1406.92,145.03,1.2687
18/02/2013,13981.76,1408.46,145.57,1.2779
19/02/2013,14035.67,1419.81,145.63,1.2834
20/02/2013,13927.54,1410.01,147.79,1.3114
21/02/2013,13880.62,1392.11,146.32,1.2995
22/02/2013,14000.57,1402.05,146.32,1.3043
25/02/2013,13784.17,1391.22,148.2,1.3152
26/02/2013,13900.13,1386.06,146.43,1.3157
27/02/2013,14075.37,1399.43,147.18,1.3232
28/02/2013,14054.49,1405.18,148.17,1.3289
01/03/2013,14089.66,1401.75,149.99,1.342
04/03/2013,14127.82,1404.94,150.37,1.3477
05/03/2013,14253.77,1420.25,150.36,1.3511
06/03/2013,14296.24,1422.26,151.71,1.3629
07/03/2013,14329.49,1424.88,151.98,1.3679
08/03/2013,14397.07,1428.72,152.13,1.3692
11/03/2013,14447.29,1434.83,153.59,1.3915
12/03/2013,14450.06,1433.28,153.97,1.3897
13/03/2013,14455.28,1429.84,153.08,1.3802
14/03/2013,14539.14,1440.21,153.19,1.3784
15/03/2013,14514.11,1444.48,152.41,1.3764
18/03/2013,14452.06,1430.97,152.29,1.3764
19/03/2013,14455.82,1426.75,152.05,1.3756
20/03/2013,14511.73,1434.35,152.33,1.3778
21/03/2013,14421.49,1426.66,152.08,1.3835
22/03/2013,14512.03,1432.33,151.12,1.3788
25/03/2013,14447.75,1426.71,152.33,1.3895
26/03/2013,14559.65,1432.64,152.09,1.3973
27/03/2013,14526.16,1428.95,152.83,1.4108
28/03/2013,14578.54,1434.62,153.73,1.4136
29/03/2013,14578.54,1434.51,153.73,1.4136
01/04/2013,14572.85,1428.04,153.73,1.4136
02/04/2013,14662.01,1435.41,154.15,1.4058
03/04/2013,14550.35,1425.59,155.74,1.4205
04/04/2013,14606.11,1422.22,154.69,1.4042
05/04/2013,14565.25,1419.11,153.08,1.3948
08/04/2013,14613.48,1426.45,152.25,1.403
09/04/2013,14673.46,1433.01,152.56,1.4017
10/04/2013,14802.24,1452.41,153.04,1.4185
11/04/2013,14865.14,1462.82,154.63,1.4459
12/04/2013,14865.06,1456.54,154.4,1.4413
15/04/2013,14599.2,1431.09,154.32,1.441
16/04/2013,14756.78,1438.81,152.45,1.4298
17/04/2013,14618.59,1420.7,153.65,1.4478
18/04/2013,14537.14,1413.72,152.58,1.4315
19/04/2013,14547.51,1422.25,151.72,1.4223
22/04/2013,14567.17,1427.08,153.94,1.4417
23/04/2013,14719.46,1443.86,154.79,1.4466
24/04/2013,14676.3,1450.79,155.75,1.4461
25/04/2013,14700.8,1459.26,154.47,1.4294
26/04/2013,14712.55,1457.8,154.14,1.4096
29/04/2013,14818.75,1468.44,154.19,1.4124
30/04/2013,14839.8,1476.14,155.12,1.4229
01/05/2013,14700.95,1466.53,155.2,1.4135
02/05/2013,14831.58,1469.72,154.83,1.4113
03/05/2013,14973.96,1482.46,155.77,1.4109
06/05/2013,14968.89,1481.85,155.77,1.4109
07/05/2013,15056.2,1492.06,156.74,1.4221
08/05/2013,15105.12,1503.66,157.21,1.4285
09/05/2013,15082.62,1495.74,156.7,1.4219
10/05/2013,15118.49,1495.84,158.5,1.4282
13/05/2013,15091.68,1497.4,159.51,1.4338
14/05/2013,15215.25,1505.97,160.56,1.4389
15/05/2013,15275.69,1510.87,162.73,1.4587
16/05/2013,15233.22,1508.02,163.37,1.4587
17/05/2013,15354.4,1512.98,161.74,1.45
20/05/2013,15335.28,1518.41,162.99,1.461
21/05/2013,15387.58,1520.64,163.06,1.4554
22/05/2013,15307.17,1512.9,163.74,1.4577
23/05/2013,15294.5,1493.44,162.76,1.4312
24/05/2013,15303.1,1492.74,162.35,1.4307
27/05/2013,15303.1,1489.58,162.35,1.4307
28/05/2013,15409.39,1497.13,163.45,1.4245
29/05/2013,15302.8,1489.44,163.82,1.437
30/05/2013,15324.53,1491.79,161.37,1.4101
31/05/2013,15115.57,1471.93,160.59,1.4001
03/06/2013,15254.03,1472.74,158.83,1.4001
04/06/2013,15177.54,1473.48,159.82,1.3925
05/06/2013,14960.59,1450.95,157.99,1.3668
06/06/2013,15040.62,1454.91,155.79,1.3519
07/06/2013,15248.12,1470.22,155,1.3526
10/06/2013,15238.59,1473.13,157.1,1.3778
11/06/2013,15122.02,1463.42,156.57,1.3656
12/06/2013,14995.23,1457.57,155.85,1.3632
13/06/2013,15176.08,1464.26,154.59,1.3366
14/06/2013,15070.18,1463.83,156.08,1.3538
17/06/2013,15179.85,1476.97,156.19,1.375
18/06/2013,15318.23,1483.04,157.81,1.3823
19/06/2013,15112.19,1474.88,158.27,1.3885
20/06/2013,14758.32,1423.87,156.77,1.3614
21/06/2013,14799.4,1421.19,153.77,1.3583
24/06/2013,14659.56,1400.98,153.78,1.3528
25/06/2013,14760.31,1412.53,152.86,1.3485
26/06/2013,14910.14,1425.51,154.44,1.3568
27/06/2013,15024.49,1436.03,156.1,1.3671
28/06/2013,14909.6,1433.55,157.7,1.3996
01/07/2013,14974.96,1444.33,157.2,1.3976
02/07/2013,14932.41,1444.86,158.52,1.4173
03/07/2013,14988.55,1440.59,157.09,1.4145
04/07/2013,14988.55,1448.22,158.01,1.426
05/07/2013,15135.84,1449.05,160.89,1.452
08/07/2013,15224.69,1457.52,162.21,1.4482
09/07/2013,15300.34,1468.47,163.88,1.4686
10/07/2013,15291.66,1473.31,163.46,1.4715
11/07/2013,15460.92,1496.67,163.07,1.469
12/07/2013,15464.3,1498.31,164.59,1.4808
15/07/2013,15484.26,1500.94,165.13,1.4835
16/07/2013,15451.85,1500.53,164.68,1.4903
17/07/2013,15470.52,1503.38,162.94,1.4805
18/07/2013,15548.54,1511.13,163.22,1.4864
19/07/2013,15543.74,1513.52,163.48,1.479
22/07/2013,15545.55,1520.62,161.98,1.4762
23/07/2013,15567.74,1519.77,161.96,1.473
24/07/2013,15542.24,1518.38,160.7,1.4685
25/07/2013,15555.61,1517.72,160.25,1.4528
26/07/2013,15558.83,1516.21,159.56,1.4483
29/07/2013,15521.97,1508.86,159.83,1.4401
30/07/2013,15520.59,1510.32,160.42,1.4523
31/07/2013,15499.54,1507.91,161.59,1.4582
01/08/2013,15628.02,1524.91,161.9,1.4728
02/08/2013,15658.36,1533.85,163.19,1.4872
05/08/2013,15612.13,1530.46,161.69,1.4872
06/08/2013,15518.74,1528.06,161.89,1.4847
07/08/2013,15470.67,1519.33,160.43,1.465
08/08/2013,15498.32,1527.82,159.67,1.4526
09/08/2013,15425.51,1526.9,159.71,1.456
12/08/2013,15419.68,1524.06,159.66,1.4455
13/08/2013,15451.01,1527.19,159.91,1.4478
14/08/2013,15337.66,1527.04,159.71,1.4505
15/08/2013,15112.19,1508.14,158.27,1.4314
16/08/2013,15081.47,1508.8,155.95,1.4192
19/08/2013,15010.74,1501.39,155.62,1.419
20/08/2013,15002.99,1500.59,155.25,1.4048
21/08/2013,14897.55,1489.65,155.31,1.4059
22/08/2013,14963.74,1497.8,155.63,1.3998
23/08/2013,15010.51,1508.49,156.01,1.4049
