Date,LINTGEB ID Equity,IPCBDYA LN Equity,JOHUOYA LN Equity,BAREBIN LN Equity,LIOSSFI LN Equity,FSMEQIA LN Equity,JPMEMBA LN Equity,FSAPLBA LN Equity,FSGEMBA LN Equity,MNKS LN Equity,ATT LN Equity,LINTGED ID Equity
07/02/2012,1.0563,#N/A N/A,0.9097,1590,198.81,118.55,202.4,373.31,376.44,329,303.5,#N/A N/A
08/02/2012,1.0554,#N/A N/A,0.9103,1609,200.31,118.54,203.2,374.76,378.17,331,312.5,#N/A N/A
09/02/2012,1.058,#N/A N/A,0.9132,1606,201.01,118.67,202.7,375.36,377.61,331,315,#N/A N/A
10/02/2012,1.0558,#N/A N/A,0.9155,1603,200.93,118.85,201.1,371.91,374.66,330.2,313.5,#N/A N/A
13/02/2012,1.0581,#N/A N/A,0.919,1611,201.97,118.91,202.4,375.59,377.32,332.7,313,#N/A N/A
14/02/2012,1.0645,#N/A N/A,0.923,1618,202.82,119.78,203,375.29,378.23,333.5,317.5,#N/A N/A
15/02/2012,1.0715,#N/A N/A,0.923,1621,203.32,120.13,204.9,380.96,381.35,334.2,320.5,#N/A N/A
16/02/2012,1.0698,#N/A N/A,0.9213,1592,202.75,120.17,201.9,377.9,377.35,331.5,323.625,#N/A N/A
17/02/2012,1.0712,#N/A N/A,0.9259,1608,203.6,120.36,204.4,379.37,379.48,334,326.5,#N/A N/A
20/02/2012,1.0711,#N/A N/A,0.9329,1635,205.72,120.53,206,380.76,381.12,336.3,332,#N/A N/A
21/02/2012,1.0726,#N/A N/A,0.9282,1623,206.36,120.57,205.1,383.4,381.08,338.8,335,#N/A N/A
22/02/2012,1.077,#N/A N/A,0.9288,1631,206.83,120.9,206,385.72,383.93,340.9,337,#N/A N/A
23/02/2012,1.0803,#N/A N/A,0.9352,1641,208.58,121.24,204.8,384.96,384.37,343.4,335,#N/A N/A
24/02/2012,1.0773,#N/A N/A,0.9369,1657,208.87,120.99,205,384.82,385.38,343.6,337,#N/A N/A
27/02/2012,1.0713,#N/A N/A,0.9294,1641,207.54,120.51,203.2,379.63,380.39,343.1,333.75,#N/A N/A
28/02/2012,1.0727,#N/A N/A,0.9346,1655,208.04,120.99,204.4,383.68,384.23,343,338.5,#N/A N/A
29/02/2012,1.0682,#N/A N/A,0.9334,1651,208.13,120.9,204.8,386.21,387.92,343,331,#N/A N/A
01/03/2012,1.0655,#N/A N/A,0.9363,1640,208.09,120.68,203.5,383.4,385.76,342.2,337.5,#N/A N/A
02/03/2012,1.0656,#N/A N/A,0.9387,1641,208.22,120.81,205.3,384.96,386.99,343.6,338,#N/A N/A
05/03/2012,1.067,#N/A N/A,0.9369,1635,208.06,121.01,204.9,384.1,386.17,338.5,336,#N/A N/A
06/03/2012,1.0653,#N/A N/A,0.9265,1604,205.88,120.44,201.7,379.14,382.52,334,328,#N/A N/A
07/03/2012,1.0633,#N/A N/A,0.9277,1603,205.23,120.06,200.5,376.73,381.47,334.2,328,#N/A N/A
08/03/2012,1.0631,#N/A N/A,0.9392,1639,208.17,120.73,200.9,380.73,385.1,335.9,330,#N/A N/A
09/03/2012,1.0726,#N/A N/A,0.9421,1645,208.78,121.68,203.4,382.84,386.4,340,336,#N/A N/A
12/03/2012,1.0788,#N/A N/A,0.9462,1650,209.47,122.75,205.1,384.99,388.38,338.7,337,#N/A N/A
13/03/2012,1.0816,#N/A N/A,0.9537,1661,211.37,123.24,206.8,388.49,391.33,341.9,338.5,#N/A N/A
14/03/2012,1.0895,#N/A N/A,0.9554,1666,212.53,123.58,207.5,389.74,392.87,343,338.5,#N/A N/A
15/03/2012,1.0908,#N/A N/A,0.9549,1664,211.4,123.53,207.7,389.54,392.51,340.5,340,#N/A N/A
16/03/2012,1.0891,#N/A N/A,0.9583,1666,212.1,123.81,206.5,387.54,391.01,340.2,338,#N/A N/A
19/03/2012,1.0891,#N/A N/A,0.9549,1661,212.03,122.78,204.6,385.28,387.91,340,338,#N/A N/A
20/03/2012,1.0814,#N/A N/A,0.9479,1652,210.49,122.47,203.2,384.04,387.87,333.8,331.5,#N/A N/A
21/03/2012,1.0808,#N/A N/A,0.9514,1661,210.31,122.6,202.6,382.76,388.1,335.6,325.25,#N/A N/A
22/03/2012,1.0921,#N/A N/A,0.9491,1636,209.34,122.6,202.7,383.31,386.32,334.5,322.25,#N/A N/A
23/03/2012,1.0886,#N/A N/A,0.9479,1643,208.63,122.36,201.4,381.97,383.94,332.9,323.5,#N/A N/A
26/03/2012,1.0891,#N/A N/A,0.9549,1663,210.33,122.57,199.9,380.52,383.36,336.5,322,#N/A N/A
27/03/2012,1.0968,#N/A N/A,0.9566,1687,210.51,123.16,203.2,383.89,388.02,335,323.5,#N/A N/A
28/03/2012,1.0991,#N/A N/A,0.9554,1680,209.54,123.29,202.3,383.31,387.18,332,322.375,#N/A N/A
29/03/2012,1.0961,#N/A N/A,0.9439,1657,207.11,122.68,201.1,381.74,384.7,331.2,321,#N/A N/A
30/03/2012,1.0901,#N/A N/A,0.945,1659,207.89,122.35,199.9,379.96,384,333.9,320.75,#N/A N/A
02/04/2012,1.0914,#N/A N/A,0.9468,1658,208.59,122.81,201,379.64,385.4,337.2,320.25,#N/A N/A
03/04/2012,1.0997,#N/A N/A,0.9589,1681,210.57,124,203.8,381.79,389.81,334.6,321,#N/A N/A
04/04/2012,1.0943,#N/A N/A,0.9462,1642,208.85,123.75,201.5,381.75,386.96,330.6,320.25,#N/A N/A
05/04/2012,1.0878,#N/A N/A,0.9346,1615,207.08,122.87,200.7,380.59,385.16,331.5,322,#N/A N/A
06/04/2012,1.0878,#N/A N/A,0.9346,1615,207.08,122.87,200.7,380.59,385.16,331.5,322,#N/A N/A
09/04/2012,1.0878,#N/A N/A,0.9346,1615,207.08,122.87,200.7,380.59,385.16,331.5,322,#N/A N/A
10/04/2012,1.0851,#N/A N/A,0.9311,1600,206.29,121.74,200.3,377.1,384.22,324,316,#N/A N/A
11/04/2012,1.0729,#N/A N/A,0.9248,1593,205.08,119.97,196.4,372.68,379.8,327.3,316.75,#N/A N/A
12/04/2012,1.0774,#N/A N/A,0.9317,1601,206.59,120.58,196.8,373.98,380.23,329.8,319.5,#N/A N/A
13/04/2012,1.0813,#N/A N/A,0.9346,1627,207.62,121.68,199.2,378.16,384.39,326.5,322.5,#N/A N/A
16/04/2012,1.0818,#N/A N/A,0.934,1612,207.71,121.44,199.1,377.69,383.12,328.2,316.25,#N/A N/A
17/04/2012,1.081,#N/A N/A,0.934,1621,207.92,121.71,198.2,374.34,382.15,332.1,318.875,#N/A N/A
18/04/2012,1.0877,#N/A N/A,0.9387,1620,209.79,122.5,198.9,376.01,383.2,330.1,319,#N/A N/A
19/04/2012,1.0828,#N/A N/A,0.9456,1627,211.6,122.78,197.4,375.78,383.61,330.5,326.5,#N/A N/A
20/04/2012,1.084,#N/A N/A,0.9433,1618,211.43,121.86,196,373.35,381.42,330,323.75,#N/A N/A
23/04/2012,1.0833,#N/A N/A,0.9346,1583,209.3,122.07,195.2,370.34,379.54,325.6,319.25,#N/A N/A
24/04/2012,1.074,#N/A N/A,0.9311,1584,209.54,120.96,192.8,368.28,378.05,328.5,318,#N/A N/A
25/04/2012,1.0813,#N/A N/A,0.934,1621,210.34,122.02,195.2,371.29,381.74,332,319.5,#N/A N/A
26/04/2012,1.0846,#N/A N/A,0.9329,1612,210.57,122.28,194.4,371.36,380.96,335,321,#N/A N/A
27/04/2012,1.082,#N/A N/A,0.9346,1623,211.5,122.42,194.8,371.65,380.37,337,323,#N/A N/A
30/04/2012,1.0848,#N/A N/A,0.9334,1631,212.66,122,195.7,374.15,382.61,338.5,321.25,#N/A N/A
01/05/2012,1.0858,#N/A N/A,0.9346,1634,212.99,122.43,195.5,375.03,383.39,337.7,325.5,#N/A N/A
02/05/2012,1.0881,#N/A N/A,0.9381,1623,214.29,122.77,197,378.76,386.3,336.8,323,#N/A N/A
03/05/2012,1.0911,#N/A N/A,0.9439,1630,214.25,123.33,196.5,378.05,386.65,336.4,324.5,#N/A N/A
04/05/2012,1.0938,#N/A N/A,0.9392,1613,212.58,122.93,194.7,374.88,386.07,330.4,319,#N/A N/A
07/05/2012,1.0938,#N/A N/A,0.9392,1613,212.58,122.93,194.7,374.88,386.07,330.4,319,#N/A N/A
08/05/2012,1.0784,#N/A N/A,0.9259,1573,209.07,121.5,192.2,368.53,381.66,324.1,316,#N/A N/A
09/05/2012,1.0733,#N/A N/A,0.912,1546,205.39,120.97,188.7,365.42,377.57,324.3,310.5,#N/A N/A
10/05/2012,1.0747,#N/A N/A,0.9115,1540,205.62,120.32,187.2,367.64,376.77,323,312,#N/A N/A
11/05/2012,1.0745,#N/A N/A,0.9144,1556,206.04,121.16,187.8,365.94,375.36,326.7,311.5,#N/A N/A
14/05/2012,1.0721,#N/A N/A,0.9103,1532,204.9,120.79,186.5,364.51,373,322.8,300,#N/A N/A
15/05/2012,1.0713,#N/A N/A,0.9109,1526,205.08,120.64,185.3,363.8,371.84,321.5,304.5,#N/A N/A
16/05/2012,1.0636,#N/A N/A,0.9028,1504,202.61,120.57,180.8,357.12,365.9,320.5,305,#N/A N/A
17/05/2012,1.0642,#N/A N/A,0.9039,1508,203.13,121.05,181.4,357.85,367.76,318.7,300,#N/A N/A
18/05/2012,1.0612,#N/A N/A,0.8958,1494,200.96,120.09,179.8,352.87,365.06,316.8,297,#N/A N/A
21/05/2012,1.0558,#N/A N/A,0.8953,1511,201.3,119.35,180.1,353.33,365.48,315.1,295.25,#N/A N/A
22/05/2012,1.0607,#N/A N/A,0.8999,1533,202.52,120.46,182,356.78,367.71,315.1,298.875,#N/A N/A
23/05/2012,1.0558,#N/A N/A,0.897,1519,200.47,120.36,179,351.61,362.86,310,293,#N/A N/A
24/05/2012,1.0561,#N/A N/A,0.901,1517,201.22,120.28,179.8,354.1,363.58,316.4,297,#N/A N/A
25/05/2012,1.0597,#N/A N/A,0.8993,1510,201.05,120.49,178.7,352.2,361.93,317.2,298.375,#N/A N/A
28/05/2012,1.0672,#N/A N/A,0.9086,1526,203.69,120.83,180.1,354.68,362.41,316.5,298.375,#N/A N/A
29/05/2012,1.0679,#N/A N/A,0.9086,1529,204.31,121.07,182.1,357.01,364.63,319.7,298.75,#N/A N/A
30/05/2012,1.0718,#N/A N/A,0.9005,1518,203.44,121.84,182.8,355.87,364.53,314.8,298.75,#N/A N/A
31/05/2012,1.0718,#N/A N/A,0.9034,1520,203.22,121.52,182.2,358.19,366.07,313.6,299,#N/A N/A
01/06/2012,1.0747,#N/A N/A,0.8958,1487,196.81,121.56,182.8,357.48,367.04,312,293,#N/A N/A
04/06/2012,1.0747,#N/A N/A,0.8958,1487,196.81,121.56,182.8,357.48,367.04,312,293,#N/A N/A
05/06/2012,1.0747,#N/A N/A,0.8958,1487,196.81,121.56,182.8,357.48,367.04,312,293,#N/A N/A
06/06/2012,1.0625,#N/A N/A,0.8993,1497,198.69,119.61,180.5,356.57,364.99,316.9,301.25,#N/A N/A
07/06/2012,1.0772,#N/A N/A,0.9115,1525,200.74,121.81,185.2,362.13,371.17,321.2,301.5,#N/A N/A
08/06/2012,1.0772,#N/A N/A,0.9115,1517,199.92,122.23,183.9,359.59,369.97,320.9,303.375,#N/A N/A
11/06/2012,1.0788,#N/A N/A,0.9219,1544,201.88,122.79,184.5,360.89,372.16,318,307.5,#N/A N/A
12/06/2012,1.0708,#N/A N/A,0.9178,1517,200.41,122.35,182.2,360.14,368.9,314.9,296.75,#N/A N/A
13/06/2012,1.0743,#N/A N/A,0.9167,1504,200.68,122.78,184.3,360.41,370.18,316.7,298.25,#N/A N/A
14/06/2012,1.0789,#N/A N/A,0.9138,1500,199.82,122.84,183.4,359.61,370.45,313.7,300,#N/A N/A
15/06/2012,1.0854,#N/A N/A,0.9144,1526,202.04,123.36,184.7,362.98,372.44,311,295,#N/A N/A
18/06/2012,1.0812,#N/A N/A,0.9144,1524,201.55,123.41,186,364.3,372.25,314.2,297.5,#N/A N/A
19/06/2012,1.082,#N/A N/A,0.9184,1523,202.31,123.16,186.4,365.62,372.05,320,300.5,#N/A N/A
20/06/2012,1.0896,#N/A N/A,0.9277,1548,203.6,123.74,188.6,365.43,373.52,320.5,300,#N/A N/A
21/06/2012,1.0911,#N/A N/A,0.9311,1549,204.12,123.69,187.5,363.18,373.46,317.4,299,#N/A N/A
22/06/2012,1.089,#N/A N/A,0.9253,1532,202.17,122.87,184.2,360.37,370.81,316.5,298,#N/A N/A
25/06/2012,1.0943,#N/A N/A,0.9225,1508,201.49,123.35,183.4,358.7,370.85,314.4,293,#N/A N/A
26/06/2012,1.0847,#N/A N/A,0.9184,1491,200.15,121.78,181.3,356.57,369.25,313.1,299.5,#N/A N/A
27/06/2012,1.0939,#N/A N/A,0.9219,1494,200.75,122.24,182.8,361.27,373.14,317.8,296.25,#N/A N/A
28/06/2012,1.1029,#N/A N/A,0.9236,1496,201.16,123.07,183.2,363.79,374.32,314.9,300,#N/A N/A
29/06/2012,1.1127,#N/A N/A,0.9363,1542,204.29,123.8,185.8,370.08,380.44,320.3,299.5,#N/A N/A
02/07/2012,1.1137,#N/A N/A,0.9421,1573,205.8,125.18,187.8,370.83,383.73,322.9,304,#N/A N/A
03/07/2012,1.1169,#N/A N/A,0.9485,1583,206.83,125.69,190.3,374.55,386.48,328.4,303.75,#N/A N/A
04/07/2012,1.1251,#N/A N/A,0.9525,1585,207.46,126.65,191.6,378.03,389.18,328.7,303.5,#N/A N/A
05/07/2012,1.1279,#N/A N/A,0.9549,1593,208.2,126.96,192.4,379.65,390.33,326.2,303.5,#N/A N/A
06/07/2012,1.1241,#N/A N/A,0.9525,1567,207.42,126.97,191.4,380.43,391,324.6,304,#N/A N/A
09/07/2012,1.1206,#N/A N/A,0.9502,1544,206.14,126.42,188.9,377.21,389.06,323.5,307,#N/A N/A
10/07/2012,1.1198,#N/A N/A,0.9549,1560,206.87,126.64,190,376.88,389.98,324.8,307,#N/A N/A
11/07/2012,1.1168,#N/A N/A,0.952,1547,206.68,125.9,187.6,377.43,388.84,322.8,304,#N/A N/A
12/07/2012,1.1135,#N/A N/A,0.9433,1533,207.58,125.47,186,372.99,384.77,320,301.5,#N/A N/A
13/07/2012,1.12,#N/A N/A,0.9502,1547,208.52,125.58,187,375.75,386.65,322,304,#N/A N/A
16/07/2012,1.1213,#N/A N/A,0.9549,1542,208.85,126.1,187.5,376.4,385.3,321,306.75,#N/A N/A
17/07/2012,1.1135,#N/A N/A,0.9497,1557,208.66,125.62,187.2,377.83,385.82,317.2,306,#N/A N/A
18/07/2012,1.1191,#N/A N/A,0.9531,1557,209.31,126.52,187.5,378.07,385.77,314.8,305,#N/A N/A
19/07/2012,1.125,#N/A N/A,0.9624,1577,211.24,127.25,188.7,382.1,388.7,316.9,305,#N/A N/A
20/07/2012,1.1258,#N/A N/A,0.963,1565,211.33,127.2,188.4,380.83,387.48,314.4,301,#N/A N/A
23/07/2012,1.1212,#N/A N/A,0.9479,1526,208.73,126.45,186.1,376.02,384.88,309.2,299.5,#N/A N/A
24/07/2012,1.1149,#N/A N/A,0.9439,1514,207.73,125.62,185.2,376.18,383.89,309.1,298,#N/A N/A
25/07/2012,1.1116,#N/A N/A,0.9398,1525,207.75,124.88,185.7,376.16,384.37,309,297,#N/A N/A
26/07/2012,1.1157,#N/A N/A,0.9497,1542,208.97,125.54,185,376.86,385.63,314.9,302,#N/A N/A
27/07/2012,1.1143,#N/A N/A,0.9572,1557,210.72,126.23,187.6,379.82,390.19,317,299.75,#N/A N/A
30/07/2012,1.1234,#N/A N/A,0.9647,1576,212.88,127.98,191.6,384.78,393.7,318,301,#N/A N/A
31/07/2012,1.1283,#N/A N/A,0.9647,1578,212.72,128.23,193.2,388.39,397.02,314.9,301.25,#N/A N/A
01/08/2012,1.1304,#N/A N/A,0.9647,1583,213.16,128.47,192.8,390.49,398.69,314.5,300.75,#N/A N/A
02/08/2012,1.1349,#N/A N/A,0.9728,1587,214.2,128.79,193.5,389.7,398.62,312.3,298,#N/A N/A
03/08/2012,1.1292,#N/A N/A,0.9728,1583,214.77,127.88,191.6,387.69,397.86,316,303.5,#N/A N/A
06/08/2012,1.1292,#N/A N/A,0.9803,1618,216.76,129.77,195.6,394.27,402.75,318,307,#N/A N/A
07/08/2012,1.142,#N/A N/A,0.9815,1617,217.37,129.74,194.9,392.91,401.54,317.9,308,#N/A N/A
08/08/2012,1.1404,#N/A N/A,0.9786,1603,217.55,129.45,194.3,393.32,401.15,317.7,309.25,#N/A N/A
09/08/2012,1.143,#N/A N/A,0.9821,1604,218.22,129.99,195.9,395.75,404.24,316.3,313.5,#N/A N/A
10/08/2012,1.1386,#N/A N/A,0.9803,1601,218.04,129.62,196.5,395.03,404.43,316.7,316,#N/A N/A
13/08/2012,1.1368,#N/A N/A,0.9815,1599,217.84,129.35,195.9,393.46,402.75,315.2,314,#N/A N/A
14/08/2012,1.1401,#N/A N/A,0.9844,1604,218.15,129.33,195.8,396.02,404.02,317.8,318,#N/A N/A
15/08/2012,1.1379,#N/A N/A,0.9844,1599,218.5,129.26,195.2,393.32,402.98,314.8,319,#N/A N/A
16/08/2012,1.1389,#N/A N/A,0.9826,1599,218.28,129.13,193.9,392.9,401.81,314.1,318,#N/A N/A
17/08/2012,1.141,#N/A N/A,0.9861,1622,219.55,129.61,193.5,392.26,400.39,316.9,319.5,#N/A N/A
20/08/2012,1.1436,#N/A N/A,0.9867,1620,219.47,129.75,193.3,393.12,401.19,314.1,316.75,#N/A N/A
21/08/2012,1.1413,#N/A N/A,0.9861,1627,219.81,129.52,193.6,394.43,402.68,315,319,#N/A N/A
22/08/2012,1.1362,#N/A N/A,0.9769,1616,218.66,128.6,191.8,392.24,401.29,312.6,318.25,#N/A N/A
23/08/2012,1.1434,#N/A N/A,0.978,1618,218.97,128.04,191.7,394.1,401.39,313.2,318.75,#N/A N/A
24/08/2012,1.1302,#N/A N/A,0.9763,1604,218.4,127.64,189.6,392.45,399.45,315,316,#N/A N/A
27/08/2012,1.1302,#N/A N/A,0.9763,1614,218.4,127.64,189.6,392.45,399.45,315,316,#N/A N/A
28/08/2012,1.1384,#N/A N/A,0.9769,1614,217.93,128.66,190,392.45,400.37,313.5,317,#N/A N/A
29/08/2012,1.1349,#N/A N/A,0.9757,1608,217.92,128.22,189.1,392.48,399.35,312.5,319.5,#N/A N/A
30/08/2012,1.1369,#N/A N/A,0.978,1608,218.26,128.21,187.3,389.27,396.58,311.1,317.75,#N/A N/A
31/08/2012,1.1318,#N/A N/A,0.9797,1620,219.63,128.01,187.2,389.96,397.48,314.1,321,#N/A N/A
03/09/2012,1.1292,#N/A N/A,0.9786,1621,219.57,128.06,187.7,389.29,398.6,313.5,321,#N/A N/A
04/09/2012,1.1286,#N/A N/A,0.9722,1624,218.6,128.09,187.7,388.22,399.18,310.6,318,#N/A N/A
05/09/2012,1.1255,#N/A N/A,0.9722,1616,218.13,128.02,185,384.94,395.54,308.1,317.5,#N/A N/A
06/09/2012,1.1241,#N/A N/A,0.9728,1632,218.97,127.77,186,385.68,398.84,310.4,321,#N/A N/A
07/09/2012,1.1338,#N/A N/A,0.9809,1666,221.37,128.68,190.2,392.06,403.88,314.1,318,#N/A N/A
10/09/2012,1.1249,#N/A N/A,0.9774,1670,222.41,128.05,190.3,393,402.14,314,323,#N/A N/A
11/09/2012,1.1221,#N/A N/A,0.9769,1657,221.62,127.48,189.5,393.25,401.47,313.5,317,#N/A N/A
12/09/2012,1.1248,#N/A N/A,0.9763,1684,221.51,127.24,190.8,395.4,403.27,313.8,317,#N/A N/A
13/09/2012,1.1253,#N/A N/A,0.9751,1681,221.78,126.76,189.6,394.62,400.73,314.5,323,#N/A N/A
14/09/2012,1.1292,#N/A N/A,0.9878,1715,224.63,127.65,193.9,401.27,406.07,318.2,334,#N/A N/A
17/09/2012,1.1283,#N/A N/A,0.9867,1712,224.4,127.75,195.4,401.03,405.56,318.2,330,#N/A N/A
18/09/2012,1.1304,#N/A N/A,0.9832,1693,223.27,127.97,192.8,398.3,403.83,315.1,327,#N/A N/A
19/09/2012,1.1387,#N/A N/A,0.9855,1696,223.8,128.47,193.7,402.29,407.94,316.5,328.75,#N/A N/A
20/09/2012,1.1398,#N/A N/A,0.9878,1688,222.96,128.65,191.6,399.74,405.51,315,328,#N/A N/A
21/09/2012,1.1435,#N/A N/A,0.9867,1695,223.26,128.43,191.6,400.56,406.21,315.7,329,#N/A N/A
24/09/2012,1.1388,#N/A N/A,0.9826,1678,222.66,128.23,193.1,401.09,407.59,313.3,324.5,#N/A N/A
25/09/2012,1.1442,#N/A N/A,0.9867,1683,224.09,128.57,192.8,401.11,408.05,313.8,324.5,#N/A N/A
26/09/2012,1.1394,#N/A N/A,0.9826,1666,223.11,128.18,191.5,399.39,406.83,310,318.5,#N/A N/A
27/09/2012,1.138,#N/A N/A,0.9803,1672,222.56,127.75,192.4,402.89,407.67,308,318,#N/A N/A
28/09/2012,1.1364,#N/A N/A,0.9769,1684,223.45,128.33,193.7,406.77,410.33,310,317,#N/A N/A
01/10/2012,1.1368,#N/A N/A,0.9797,1698,223.71,128.7,193.8,407.15,410.8,313.5,320.75,#N/A N/A
02/10/2012,1.1428,#N/A N/A,0.9821,1711,224.73,128.92,195.1,407.77,412.03,312.7,320.75,#N/A N/A
03/10/2012,1.1474,#N/A N/A,0.9826,1706,224.88,128.84,195.6,409.19,412.34,311.9,319.375,#N/A N/A
04/10/2012,1.1568,#N/A N/A,0.989,1714,225.63,129.56,196.5,410.61,412.62,312.1,321.25,#N/A N/A
05/10/2012,1.1532,#N/A N/A,0.9907,1726,226.67,129.56,196.3,410.58,410.46,315.8,321.875,#N/A N/A
08/10/2012,1.1607,#N/A N/A,0.9896,1729,227.11,130.37,193.9,411.1,410.06,315.3,318.5,#N/A N/A
09/10/2012,1.1553,#N/A N/A,0.9861,1726,226.46,130.51,195.4,412.13,410.62,311.4,317.75,#N/A N/A
10/10/2012,1.1403,#N/A N/A,0.9815,1707,225.02,129.2,195.2,409.4,410.02,310.1,320.75,#N/A N/A
11/10/2012,1.1374,#N/A N/A,0.9826,1714,225.79,128.52,193.1,408.42,408.08,310.4,320.625,#N/A N/A
12/10/2012,1.1376,#N/A N/A,0.9809,1720,225.75,128.51,193.9,406.84,407.65,308.7,317,#N/A N/A
15/10/2012,1.1394,#N/A N/A,0.985,1725,226,128.92,193.2,407.07,407.67,308.5,317.25,#N/A N/A
16/10/2012,1.1427,#N/A N/A,0.9878,1735,226.19,129.14,194.1,408.21,409.32,309.8,319.5,#N/A N/A
17/10/2012,1.1451,#N/A N/A,0.9907,1749,227.19,130.01,193.9,410.09,409.97,310.3,320.75,#N/A N/A
18/10/2012,1.1448,#N/A N/A,0.9913,1753,226.95,130.17,195.7,411.8,410.66,309.8,321,#N/A N/A
19/10/2012,1.1518,#N/A N/A,0.9931,1751,226.76,130.8,195.6,412.43,411.42,307.2,316.875,#N/A N/A
22/10/2012,1.1458,#N/A N/A,0.9925,1754,226.75,129.77,195.5,412.11,411.96,304.7,314,#N/A N/A
23/10/2012,1.1434,#N/A N/A,0.9815,1732,224.01,129.14,195.2,411.56,409.72,302.1,311,#N/A N/A
24/10/2012,1.1332,#N/A N/A,0.9792,1711,223.89,127.8,193.4,412.17,408.79,302.5,313,#N/A N/A
25/10/2012,1.1314,#N/A N/A,0.9838,1720,224.27,127.08,193.2,410.98,408.83,302.8,310,#N/A N/A
26/10/2012,1.1245,#N/A N/A,0.9774,1700,222.92,127.09,192.5,409.34,406.88,304.6,308.75,#N/A N/A
29/10/2012,1.1245,#N/A N/A,0.9792,1708,223.26,127.56,193,409.1,409.07,303.7,308.625,#N/A N/A
30/10/2012,1.1276,#N/A N/A,0.9867,1725,225.27,128.02,193.5,409.03,410.05,306,309.5,#N/A N/A
31/10/2012,1.1305,#N/A N/A,0.9844,1737,224.65,127.74,193.9,410.94,410.41,308,309.5,#N/A N/A
01/11/2012,1.1296,#N/A N/A,0.9809,1726,224.39,127.48,193.3,409.82,408.09,308.5,311.5,#N/A N/A
02/11/2012,1.141,#N/A N/A,0.9815,1739,225.5,129.09,195.8,412.58,410.66,308.5,311.25,#N/A N/A
05/11/2012,1.1377,#N/A N/A,0.9797,1731,224.69,128.94,195.7,413.94,412.86,306.5,310.125,#N/A N/A
06/11/2012,1.1442,#N/A N/A,0.9861,1738,225.68,129.37,196.4,414.94,414.36,306.6,311.5,#N/A N/A
07/11/2012,1.1506,#N/A N/A,0.9919,1742,227.41,130.32,198.5,416.49,415.25,305,309,#N/A N/A
08/11/2012,1.1424,#N/A N/A,0.9809,1715,225.47,128.93,196.3,413.13,412.66,304.1,308.5,#N/A N/A
09/11/2012,1.1411,#N/A N/A,0.9757,1701,223.95,128.1,195.2,412.98,411.08,301,307.5,#N/A N/A
12/11/2012,1.1398,#N/A N/A,0.9745,1711,224.62,128.74,195.9,413.78,412.34,300.6,308,#N/A N/A
13/11/2012,1.1384,#N/A N/A,0.967,1695,224.2,128.72,194.1,409.2,408.25,302.5,306.5,#N/A N/A
14/11/2012,1.1419,#N/A N/A,0.9688,1705,225.11,128.59,195,410.24,409.19,301.4,306.5,#N/A N/A
15/11/2012,1.1288,#N/A N/A,0.9612,1695,222.8,127.53,193.3,407.8,406.01,300.5,307,#N/A N/A
16/11/2012,1.1325,#N/A N/A,0.9578,1684,222.31,127.57,192.3,406.57,406.26,300,307,#N/A N/A
19/11/2012,1.1376,#N/A N/A,0.9572,1688,222.41,127.74,194.3,408.16,407.05,306.4,309.5,#N/A N/A
20/11/2012,1.1396,#N/A N/A,0.9635,1705,224.75,129.28,193.9,409.69,407.81,306,314,#N/A N/A
21/11/2012,1.1361,#N/A N/A,0.9664,1711,225.25,129.73,194,409.1,407.76,306.8,311,#N/A N/A
22/11/2012,1.1408,#N/A N/A,0.9722,1731,226.48,130.27,195.3,411.03,409.4,306.5,312.5,#N/A N/A
23/11/2012,1.1454,#N/A N/A,0.9745,1748,227.11,130.78,195.3,413.13,412,308.5,313,#N/A N/A
26/11/2012,1.1494,#N/A N/A,0.9751,1745,227.37,131.27,195.7,411.58,410.97,307.2,317,#N/A N/A
27/11/2012,1.1512,#N/A N/A,0.9774,1748,228.13,131.16,196.6,414.77,412.18,306.7,317.5,#N/A N/A
28/11/2012,1.151,#N/A N/A,0.9763,1743,227.86,130.89,195.5,415.2,411.1,306.5,316.5,#N/A N/A
29/11/2012,1.1586,#N/A N/A,0.9844,1771,229.26,131.62,198.3,417.94,414.78,307.1,319.5,#N/A N/A
30/11/2012,1.1582,#N/A N/A,0.9873,1779,229.86,131.46,198.2,418.33,414.69,306.7,321,#N/A N/A
03/12/2012,1.1627,#N/A N/A,0.9902,1787,229.43,131.56,197.9,417.45,415.4,307.6,318,#N/A N/A
04/12/2012,1.1647,#N/A N/A,0.989,1779,229.42,131.12,197.4,415.54,414.15,306.5,319.5,#N/A N/A
05/12/2012,1.166,#N/A N/A,0.9867,1782,229.42,130.94,199,416.7,415.81,307,317,#N/A N/A
06/12/2012,1.1708,#N/A N/A,0.9878,1792,230.08,131.15,200,416.67,416.87,307,321,#N/A N/A
07/12/2012,1.1703,#N/A N/A,0.9884,1785,229.66,131.81,202,420.04,418.84,307.1,323.5,#N/A N/A
10/12/2012,1.169,#N/A N/A,0.9884,1769,230.34,131.78,201.2,419.31,418.44,308,324,#N/A N/A
11/12/2012,1.1636,#N/A N/A,0.9942,1792,230.78,132.13,202.7,419.89,420.11,308,327.25,#N/A N/A
12/12/2012,1.1667,#N/A N/A,0.9925,1797,230.86,132.24,203.7,421.26,419.82,309,326.5,#N/A N/A
13/12/2012,1.1621,#N/A N/A,0.9878,1798,229.51,131.91,203.6,422.12,421.85,309.9,325,#N/A N/A
